FH,SH,TH,DY,Fb,OH,UP,DK,DJ,class
-1,-0.789474,-1,-1,-0.997449,0.286301,-1,0.999472,0.998748,virus
-0.142857,-0.789474,-1,-1,-0.991497,-0.281777,-1,0.990395,0.980595,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.680845,0.998806,-0.547406,0.929384,virus
-0.428571,-0.789474,0.4,0.166667,-0.994048,-0.197472,0.936378,-1,0.920302,virus
-1,-0.789474,-1,-1,-0.997449,0.286459,-1,0.999425,0.998648,virus
-0.142857,-0.894737,-1,-1,-0.995748,-0.235481,-1,0.978943,0.952831,virus
-0.6,-0.714286,-0.5,-0.5,-0.993704,-0.69858,0.994546,0.476922,0.824279,virus
-1,-0.894737,-1,-1,-0.997449,0.259429,-1,0.95806,0.921795,virus
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.395111,0.999322,-1,0.996311,virus
0.2,-1,-0.25,-0.25,-0.989507,-0.674564,0.997175,-1,0.977505,virus
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.266103,0.994604,-1,0.986038,virus
-0.714286,-0.684211,-0.6,-0.666667,-0.994048,-0.326187,0.983136,0.958043,0.973781,virus
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.782828,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.679343,0.99953,-0.547406,0.993933,virus
-0.6,-0.714286,-0.75,-0.75,-0.993704,-0.696964,-0.777775,0.963008,0.910514,virus
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.393998,0.999158,-1,0.994192,virus
-1,-0.789474,-0.6,-0.666667,-0.997449,0.458954,0.999493,-1,0.998802,virus
-1,-0.142857,-0.25,-0.25,-1,0.261275,0.997981,-1,0.997457,virus
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,-0.043924,0.999735,-1,0.999334,virus
-1,-0.578947,-1,-1,-1,-0.179466,-1,0.994061,0.974661,virus
-1,-0.142857,-0.5,-0.5,-0.989507,-0.428485,0.98114,-0.460673,0.851247,virus
-0.714286,-0.684211,-1,-1,-0.996599,-0.737005,-1,0.924321,0.907299,virus
-0.142857,-0.578947,-0.6,-0.5,-0.886905,-0.92972,0.986462,0.876341,0.901383,virus
-1,-0.714286,-0.25,-0.25,-0.979014,-0.469107,0.995286,-1,0.940492,virus
-0.714286,-0.894737,-0.8,-0.833333,-0.994048,-0.570752,-0.258757,0.991288,0.921973,virus
-1,-0.789474,-1,-1,-0.997449,0.287301,-1,0.999752,0.999495,virus
-0.714286,-0.684211,-1,-1,-0.996599,-0.771609,-1,0.942854,0.929564,virus
-0.714286,-0.684211,-1,-1,-0.997449,-0.441401,-1,0.999944,0.999908,virus
-0.6,-0.714286,-0.75,-0.75,-0.993704,-0.696964,-0.777775,0.963008,0.952086,virus
-1,-0.428571,-0.5,-0.5,-0.989507,-0.421095,0.982504,-0.460673,0.9326,virus
-0.714286,-0.789474,0,-0.166667,-0.992347,-0.486287,0.964697,-1,0.966243,virus
-0.714286,-0.789474,-1,-1,-0.991497,-0.861614,-1,0.935815,0.877616,virus
-0.714286,-0.894737,-0.8,-0.833333,-0.985544,-0.313868,0.969735,0.92314,0.914631,virus
-0.6,-0.714286,0,0,-0.972718,-0.49341,0.99659,-1,0.984189,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.683848,0.998907,-0.547406,0.99209,virus
-1,-0.894737,-1,-1,-0.997449,-0.403702,-1,0.998264,0.996348,virus
-0.142857,-0.894737,-0.6,-0.666667,-0.997449,-0.307966,0.998442,0.987136,0.995361,virus
-1,-0.428571,-0.5,-0.5,-0.989507,-0.272797,0.700049,-1,0.052675,no-virus
-1,-0.789474,-1,-1,-0.997449,0.264036,-1,0.999316,0.998242,virus
-0.428571,-1,-0.6,-0.666667,-0.990646,-0.388475,0.99354,-1,0.979227,virus
-0.714286,-0.684211,-1,-1,-0.996599,-0.799775,-1,0.939406,0.925223,virus
-1,-0.789474,0.4,0.166667,-0.991497,-0.251686,0.994622,-1,0.990167,virus
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.785365,virus
-1,0.142857,-0.25,-0.25,-0.989507,-0.412547,0.981019,-0.424718,0.928565,virus
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.392004,0.99875,-1,0.988412,virus
-0.714286,-0.894737,-0.6,-0.666667,-0.990646,-0.607399,0.997048,-1,0.994884,virus
-0.6,-0.142857,-0.75,-0.75,-0.979014,-0.548971,-0.777775,0.946365,0.771084,no-virus
-0.6,-0.142857,-0.75,-0.75,-0.979014,-0.550849,-0.51778,0.946365,0.507231,no-virus
-1,-0.684211,-0.6,-0.666667,-0.997449,0.391761,0.95382,-0.561375,0.891554,virus
-0.142857,-0.578947,-0.6,-0.5,-0.886905,-0.881265,-1,0.866379,0.619293,no-virus
-1,0.142857,0,0,-0.981112,-0.430909,0.92512,-1,0.426291,no-virus
-1,-0.714286,-0.25,-0.25,-0.976915,-0.651079,0.992875,-1,0.959851,virus
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.780201,no-virus
-1,-0.894737,-0.8,-0.833333,-0.997449,-0.668039,-0.777769,0.97521,0.9932,virus
-1,-0.789474,0.4,0.166667,-0.991497,-0.252116,0.994622,-1,0.990168,virus
-0.6,-0.714286,0.25,0.25,-0.966422,-0.477883,0.993068,-1,0.981733,virus
-1,-0.789474,-0.6,-0.666667,-0.997449,0.492838,0.985396,-1,0.981753,virus
-0.714286,-0.789474,0,-0.166667,-0.990646,-0.338609,0.980398,-1,0.973239,virus
-0.428571,-1,-1,-0.833333,-0.977041,-0.490868,0.484303,0.999265,0.998692,virus
-0.6,-0.142857,-0.75,-0.75,-0.979014,-0.548971,-0.777775,0.946365,0.772197,no-virus
-1,-0.789474,-0.6,-0.666667,-0.995748,-0.067152,0.542586,-1,0.447146,no-virus
-0.714286,-0.684211,-1,-1,-0.995748,0.136752,-1,0.978985,0.966722,virus
-0.142857,-0.894737,-0.2,-0.333333,-0.998299,-0.305562,0.995041,-1,0.991934,virus
-1,-0.789474,0.4,0.166667,-0.991497,-0.253263,0.994622,-1,0.990168,virus
-0.714286,-0.684211,-1,-1,-0.996599,-0.175621,-1,0.872568,0.847303,virus
-1,-0.684211,-1,-1,-0.996599,-0.227808,-1,0.98863,0.977643,virus
-1,-0.684211,-0.6,-0.666667,-0.994048,-0.350872,0.968053,-0.272588,0.757358,no-virus
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,0.118399,0.998076,-1,0.997609,virus
-1,-0.684211,-0.6,-0.666667,-0.997449,0.367907,0.94523,-0.548714,0.932266,virus
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,-0.050761,0.999275,-1,0.996082,virus
-1,-0.894737,-0.2,-0.333333,-0.994898,-0.23096,0.998992,0.955448,0.974343,virus
0.2,-0.142857,-0.5,-0.5,-0.932844,-0.379067,0.883293,0.460743,-0.20835,no-virus
-1,-0.894737,-0.8,-0.833333,-0.938775,-0.342146,0.994372,0.976097,0.975089,virus
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,0.05245,0.997088,-1,0.996321,virus
-1,-0.684211,-0.6,-0.666667,-0.997449,0.37967,0.95167,-0.550278,0.933844,virus
0.2,-0.142857,-0.75,-0.75,-0.989507,-0.404918,0.793639,0.992035,0.97643,virus
-0.714286,-0.789474,-0.8,-0.833333,-0.994048,-0.368255,0.982211,0.948089,0.969697,virus
-0.714286,-0.684211,0.4,0.166667,-0.998299,-0.201388,0.999192,-1,0.996379,virus
-0.714286,-0.684211,-1,-1,-0.996599,-0.755933,-1,0.936339,0.921485,virus
-0.142857,-1,-1,-1,-0.995748,-0.322568,0.980322,0.964647,0.955139,virus
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.387877,0.999062,-1,0.984066,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.684836,0.99923,-0.54929,0.994167,virus
-1,-0.684211,-0.6,-0.666667,-0.997449,0.375173,0.945504,-0.548714,0.931957,virus
-0.142857,-0.684211,-0.8,-0.833333,-0.998299,-0.247268,0.924291,0.994794,0.985045,virus
0.142857,-1,-1,-0.833333,-0.895408,-0.904577,0.597204,0.141558,0.674549,no-virus
-0.714286,-0.894737,-1,-1,-0.997449,-0.552314,-1,0.920329,0.880245,virus
-0.6,-0.428571,-0.75,-0.75,-0.991606,-0.408939,0.991232,0.467686,0.135261,no-virus
-0.142857,-1,-1,-0.666667,-0.997449,-0.7044,0.286983,-0.312003,0.849136,virus
-0.142857,-1,-1,-1,-0.991497,-0.31889,-1,0.965298,0.952263,virus
-0.6,-0.714286,-0.5,-0.5,-0.991606,-0.689062,0.994266,0.405863,0.673171,no-virus
-0.714286,-0.894737,-0.8,-0.833333,-0.987245,-0.35109,0.970303,0.370842,0.482928,no-virus
-0.714286,-0.684211,-1,-1,-0.997449,-0.949353,-1,0.99379,0.989455,virus
-1,-0.714286,-1,-1,-0.985309,-0.498716,-1,0.999945,0.99508,virus
-1,-0.142857,-0.25,-0.25,-0.983211,-0.491188,0.998883,-1,0.987354,virus
-1,0.714286,0.5,0.5,-0.951731,-0.289211,0.85747,-1,0.542647,no-virus
-1,-0.789474,-0.6,-0.666667,-0.990646,-0.418943,0.995069,-1,0.989145,virus
-1,-0.684211,-0.6,-0.666667,-0.997449,0.384047,0.948986,-0.550278,0.935972,virus
-1,-0.473684,-1,-1,-0.994048,-0.362225,-1,0.985158,0.898901,virus
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,-0.047656,0.999696,-1,0.999263,virus
-0.714286,-0.789474,0,-0.166667,-0.994048,-0.340804,0.976777,-1,0.969296,virus
-0.142857,-0.894737,-1,-0.833333,-0.995748,-0.240419,0.998429,-0.777773,0.994541,virus
-0.6,-0.714286,-0.5,-0.5,-0.991606,-0.709084,0.993831,0.542132,0.833463,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.685203,0.998982,-0.551174,0.988866,virus
-1,-0.578947,-0.4,-0.5,-0.998299,-0.29089,0.998962,0.915767,0.994104,virus
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.783607,virus
-1,-0.894737,-1,-1,-0.997449,-0.315184,0.667141,0.998732,0.995051,virus
-0.428571,-0.789474,0.4,0.166667,-0.994048,-0.197472,0.936378,-1,0.907063,virus
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.782608,virus
-1,-0.684211,-0.4,-0.5,-1,0.928944,0.997835,-1,0.998555,virus
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.393724,-0.335222,-1,-0.584285,no-virus
-0.714286,-0.894737,-0.8,-0.833333,-0.994048,-0.568042,0.003768,0.991288,0.95235,virus
-1,-0.789474,-0.6,-0.666667,-0.997449,0.44788,0.999762,-1,0.999509,virus
-1,-0.684211,-1,-1,-0.995748,-0.491414,-1,0.974642,0.952782,virus
-0.714286,-0.684211,-1,-1,-0.996599,0.100473,-1,0.995851,0.991159,virus
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.382882,0.996973,-1,0.987953,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.683996,0.999341,-0.547406,0.993758,virus
0.2,-0.714286,-0.75,-0.75,-0.987408,-0.333542,0.986419,0.690191,0.673731,no-virus
-0.714286,-0.894737,-0.8,-0.833333,-0.989796,-0.345732,0.94962,0.523767,0.539433,no-virus
-0.714286,-0.894737,-0.8,-0.833333,-0.985544,-0.337644,0.974855,0.587546,0.694823,no-virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.686792,0.999427,-0.54929,0.995182,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.676689,0.998649,-0.54929,0.989813,virus
-0.6,-0.142857,-0.75,-0.75,-0.979014,-0.547846,-0.777775,0.946365,0.765389,no-virus
-0.2,-0.714286,-0.25,-0.25,-0.989507,-0.474574,0.997949,-1,0.979058,virus
-1,-0.578947,-0.4,-0.5,-0.995748,-0.236199,0.981569,-0.426447,0.968342,virus
-1,-0.894737,-1,-1,-0.997449,0.309302,-1,0.984481,0.981462,virus
-0.6,-0.714286,0,0,-0.972718,-0.495113,0.994718,-1,0.97671,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.681604,0.999172,-0.547406,0.991642,virus
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,-0.046439,0.999611,-1,0.998089,virus
-0.142857,-0.789474,-1,-1,-0.992347,-0.275214,-1,0.973367,0.953687,virus
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.782546,virus
-1,-0.789474,0.4,0.166667,-0.991497,-0.249618,0.994821,-1,0.990168,virus
-0.142857,-1,-1,-0.666667,-0.997449,-0.713074,0.28685,-0.312453,0.932577,virus
-1,-0.428571,-0.5,-0.5,-0.989507,-0.274265,0.774716,-1,0.286352,no-virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.679889,0.999579,-0.547406,0.996989,virus
-0.142857,-0.789474,-1,-1,-0.988095,0.135308,-1,0.735633,0.679981,no-virus
-1,-0.789474,0.4,0.166667,-0.991497,-0.251119,0.994622,-1,0.990168,virus
-0.714286,-0.789474,-0.6,-0.666667,-0.989796,-0.252036,0.951235,0.485062,0.520469,no-virus
-1,-0.428571,-1,-1,-0.993704,0.048475,-1,0.912727,0.72352,no-virus
-0.2,-1,-1,-1,-0.993704,-0.900205,-1,0.955008,0.789739,virus
0.6,-0.142857,-0.25,-0.25,-0.991606,-0.30276,0.983422,0.972817,0.932067,virus
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.39048,0.99913,-1,0.976582,virus
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.781538,virus
-0.142857,-0.894737,-0.8,-0.666667,-0.92602,-0.847591,0.99329,0.583455,0.929815,virus
-0.6,-0.142857,-0.75,-0.75,-0.979014,-0.548971,-0.777775,0.946365,0.772102,no-virus
-1,-0.428571,-0.5,-0.5,-1,-0.329625,0.997635,-1,0.993693,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.684505,0.999436,-0.547406,0.973361,virus
-1,-0.428571,-0.5,-0.5,-1,-0.336278,0.999297,-1,0.997179,virus
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,-0.039635,0.9995,-1,0.998524,virus
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.419341,0.98155,-1,0.97274,virus
0.142857,-0.684211,-1,-1,-0.995748,-0.692884,-1,0.834788,0.997286,virus
-0.428571,-0.789474,0.4,0.166667,-0.994048,-0.197472,0.936378,-1,0.913698,virus
-1,-0.789474,-0.4,-0.5,-0.984694,-0.379237,0.996283,0.910164,0.954795,virus
-1,-0.789474,-0.6,-0.666667,-0.995748,-0.394575,0.985423,-1,0.980319,virus
-1,-0.789474,-0.6,-0.666667,-0.995748,0.128886,0.950748,-1,0.93727,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.684844,0.999385,-0.547406,0.962462,virus
-1,-0.684211,-0.4,-0.5,-1,0.928089,0.995751,-1,0.997332,virus
0.2,-0.714286,-0.75,-0.75,-0.987408,-0.302187,0.918327,0.551451,-0.24703,no-virus
-0.714286,-0.789474,-0.6,-0.666667,-0.988095,-0.255466,0.975804,0.586266,0.843086,virus
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,-0.046439,0.999611,-1,0.997005,virus
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.43075,0.980996,-1,0.970525,virus
-1,-0.789474,-1,-1,-0.997449,0.28647,-1,0.999469,0.998766,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.681144,0.999916,-0.547406,0.998695,virus
0.142857,-1,-1,-0.833333,-0.895408,-0.90312,0.597204,0.129996,0.724163,no-virus
-1,-0.428571,-0.5,-0.5,-0.989507,-0.243646,0.913488,-1,0.726245,no-virus
-1,-0.578947,-0.4,-0.5,-0.998299,-0.286973,0.998904,0.009116,0.9916,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.680907,0.999467,-0.547406,0.992564,virus
-1,-0.789474,-1,-1,-0.995748,-0.457251,0.981221,0.901261,0.874375,virus
-0.6,-0.428571,-0.75,-0.75,-0.991606,-0.412276,0.958655,0.405447,-0.405921,no-virus
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.781711,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.682608,0.999801,-0.547406,0.997644,virus
-1,0.142857,-0.25,-0.25,-0.989507,-0.41162,0.981226,-0.424718,0.940101,virus
-1,-0.789474,0.4,0.166667,-0.991497,-0.247016,0.994622,-1,0.990175,virus
-1,-0.684211,-0.6,-0.666667,-0.997449,0.391761,0.95382,-0.561375,0.911898,virus
-0.714286,-0.894737,-0.6,-0.666667,-0.989796,-0.504738,0.998962,-1,0.998361,virus
-1,-0.894737,-0.8,-0.833333,-0.997449,-0.668039,-0.777769,0.97521,0.982506,virus
-1,-0.894737,-0.4,-0.5,-0.998299,-0.283183,0.999197,-0.460778,0.988861,virus
0.2,-1,-0.75,-0.75,-0.993704,-0.687159,0.999139,0.428598,0.719576,no-virus
-1,-0.894737,-1,-1,-0.997449,0.265874,-1,0.984,0.980659,virus
-1,-0.789474,0.4,0.166667,-0.991497,-0.249901,0.994622,-1,0.990167,virus
-0.714286,-0.684211,-1,-1,-0.997449,-0.44409,-1,0.999996,0.999992,virus
-1,-0.894737,-0.2,-0.333333,-0.994898,-0.23096,0.998992,0.955448,0.996565,virus
-1,-0.142857,-0.25,-0.25,-1,0.290669,0.992842,-1,0.979743,virus
-1,-0.894737,0.4,0.166667,-0.991497,-0.257724,0.975684,-1,0.966642,virus
-1,-0.789474,-1,-1,-0.997449,-0.386135,-1,0.998788,0.995486,virus
-0.714286,-0.789474,-0.6,-0.666667,-0.991497,-0.531835,0.974083,0.345506,0.999029,virus
-0.6,-0.142857,-0.75,-0.75,-0.979014,-0.548971,-0.777775,0.946365,0.770589,no-virus
-0.142857,-1,-1,-1,-0.991497,-0.31889,-1,0.965298,0.951108,virus
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.410873,0.924176,-1,0.856091,virus
-0.428571,-0.789474,0.6,0.333333,-0.986395,-0.858457,0.975827,-1,0.9568,virus
-0.142857,-0.789474,-0.8,-0.833333,-0.997449,-0.285246,0.978155,0.99873,0.994746,virus
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.782353,virus
-1,-0.789474,0.4,0.166667,-0.991497,-0.253624,0.994622,-1,0.990167,virus
-0.428571,-1,-0.6,-0.666667,-0.992347,-0.106478,0.99932,-1,0.998759,virus
-1,-0.789474,-0.6,-0.666667,-1,-0.307474,0.983041,0.999194,0.987078,virus
0.2,-0.714286,-0.5,-0.5,-0.991606,-0.41897,0.982622,0.974527,0.932701,virus
-1,-0.428571,-0.5,-0.5,-0.989507,-0.253877,0.96878,-1,0.902655,virus
-1,-0.684211,-0.6,-0.666667,-0.997449,0.382856,0.949915,-0.550278,0.938388,virus
-1,-0.142857,-1,-1,-0.985309,-0.550532,-1,0.979943,0.914388,virus
-0.142857,-0.894737,-1,-1,-0.995748,-0.235481,-1,0.978943,0.945047,virus
-0.142857,-0.789474,-1,-1,-0.995748,-0.205369,-1,0.98948,0.981593,virus
-1,-0.789474,0.4,0.166667,-1,-0.25315,0.998927,-1,0.985655,virus
-0.714286,-0.789474,-0.6,-0.666667,-0.991497,-0.514267,0.97924,0.491086,0.941915,virus
-1,-0.428571,-1,-1,-0.993704,-0.003343,-1,0.552226,-0.401917,no-virus
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.390713,0.983521,-1,0.972832,virus
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.781788,virus
-1,-0.428571,0,0,-0.972718,-0.515281,0.993707,-1,0.972668,virus
-0.714286,-0.684211,-1,-1,-0.997449,-0.440113,-1,0.99988,0.99983,virus
0.2,-1,-0.75,-0.75,-0.993704,-0.686471,0.999854,0.52314,0.963333,virus
-1,-0.894737,-1,-1,-0.995748,-0.39501,-1,0.998792,0.996093,virus
-0.714286,-0.894737,-0.6,-0.666667,-0.987245,-0.590874,0.99963,-1,0.99936,virus
-0.714286,-0.684211,-1,-1,-0.997449,-0.931646,-1,0.991954,0.982404,virus
-0.714286,-0.684211,-1,-1,-0.997449,-0.941831,0.646237,0.992097,0.982766,virus
-1,-0.789474,-1,-1,-0.997449,0.286894,-1,0.999469,0.998757,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.679016,0.999189,-0.54929,0.996978,virus
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.390713,0.983521,-1,0.966918,virus
-1,-0.894737,-1,-1,-0.997449,-0.339841,-0.777769,0.956568,0.945011,virus
-1,-0.142857,-0.25,-0.25,-1,0.276773,0.999242,-1,0.999593,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.685732,0.999034,-0.547406,0.992034,virus
-1,-0.684211,-0.6,-0.666667,-0.994898,0.235902,0.944243,-0.27668,0.929006,virus
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.431907,0.946415,-1,0.897414,virus
-0.714286,-0.684211,-1,-1,-0.997449,-0.262336,-1,0.912401,0.887734,virus
-1,-0.684211,-0.4,-0.5,-1,0.89438,0.998195,-1,0.998713,virus
0.142857,-1,-1,-0.833333,-0.895408,-0.897313,0.597204,0.403224,0.836704,virus
-1,-0.789474,-1,-1,-0.997449,0.29019,-1,0.999569,0.998973,virus
-0.142857,-1,-1,-1,-0.991497,-0.319955,-1,0.968666,0.951209,virus
-0.2,-0.714286,-0.25,-0.25,-0.989507,-0.490149,0.956218,-1,0.959073,virus
-1,-0.142857,-0.25,-0.25,-0.981112,-0.478678,0.925127,-1,0.418418,no-virus
0.2,-1,-0.75,-0.75,-0.993704,-0.703234,0.995377,0.469656,0.562576,no-virus
0.142857,-0.894737,-1,-1,-0.995748,-0.627846,-1,0.998387,0.994866,virus
-1,-0.894737,0.8,0.5,-0.991497,-0.197635,0.98997,-1,0.986151,virus
-0.714286,-0.894737,-1,-1,-0.996599,-0.293283,-1,0.987064,0.979349,virus
-1,-0.428571,-0.5,-0.5,-1,-0.321933,0.998506,-1,0.996425,virus
-0.714286,-0.894737,-0.8,-0.833333,-0.994048,-0.577175,-0.108512,0.991288,0.938391,virus
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.392004,0.99875,-1,0.99043,virus
0.2,-0.714286,-0.75,-0.75,-0.987408,0.000012,0.988664,0.939806,0.901397,virus
-1,-0.789474,0.4,0.166667,-0.991497,-0.250399,0.994622,-1,0.990167,virus
-0.6,-0.714286,-0.5,-0.5,-0.993704,-0.670265,0.991527,0.691661,0.875833,virus
-1,-0.789474,0.4,0.166667,-0.991497,-0.252989,0.994622,-1,0.990168,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.681365,0.999466,-0.54929,0.96903,virus
-1,-0.894737,-1,-1,-0.997449,0.294801,-1,0.977513,0.972386,virus
-1,-0.789474,-0.6,-0.666667,-0.997449,0.465475,0.999618,-1,0.99911,virus
-0.2,-0.714286,-0.25,-0.25,-0.995803,-0.408987,0.917913,-1,0.731241,no-virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.678938,0.998814,-0.547406,0.991077,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.684347,0.999937,-0.547406,0.999076,virus
-1,-0.894737,-1,-1,-0.995748,-0.514788,-1,0.996424,0.986219,virus
-1,-0.428571,-1,-1,-0.993704,0.046414,-1,0.91212,0.727074,no-virus
-0.2,0.142857,0,0,-1,-0.288898,0.99852,-0.77773,0.995306,virus
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,-0.046439,0.999611,-1,0.997756,virus
0.2,-0.714286,-0.75,-0.75,-0.987408,-0.149447,0.972507,0.524434,-0.052807,no-virus
0.6,-0.142857,-0.25,-0.25,-0.991606,-0.301226,0.983422,0.972817,0.93208,virus
-0.714286,-0.684211,-1,-1,-0.997449,-0.368855,-1,0.777391,0.720327,no-virus
-1,-0.428571,-0.5,-0.5,-0.989507,-0.27352,0.711213,-1,0.091298,no-virus
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.39048,0.99913,-1,0.974106,virus
-1,-0.714286,-0.5,-0.5,-0.991606,-0.594387,0.985035,-1,0.952465,virus
-0.142857,-0.684211,-1,-0.666667,-0.895408,-0.882231,0.616926,0.925541,0.861211,virus
-1,-0.789474,-1,-1,-0.997449,0.3112,-1,0.998564,0.997311,virus
-1,-0.428571,-1,-1,-0.993704,0.012237,-1,0.571025,-0.339747,no-virus
-0.6,-0.428571,-0.75,-0.75,-0.991606,-0.397152,0.997855,0.585659,0.650888,no-virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.688452,0.999637,-0.570057,0.960411,virus
0.142857,-0.578947,-1,-1,-0.997449,-0.465526,-1,0.923216,0.882708,virus
-0.142857,-0.789474,-1,-1,-0.992347,-0.119463,-1,0.596487,0.503651,no-virus
-1,-0.894737,-1,-1,-0.997449,-0.328262,-1,0.953907,0.941796,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.681947,0.999616,-0.547406,0.940332,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.685941,0.999527,-0.570057,0.993133,virus
-0.6,-0.142857,-0.75,-0.75,-0.979014,-0.547846,-0.777775,0.946365,0.762694,no-virus
-0.714286,-0.789474,-0.8,-0.833333,-0.997449,-0.395367,0.764323,0.999467,0.990823,virus
-0.714286,-0.789474,-0.6,-0.666667,-0.985544,-0.114221,0.983492,0.194335,0.973313,virus
-0.6,-0.714286,0,0,-0.972718,-0.514921,0.995345,-1,0.980138,virus
-0.714286,-0.684211,-1,-1,-0.996599,-0.802271,-1,0.935528,0.920477,virus
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.781295,virus
-0.428571,-1,-0.6,-0.666667,-0.995748,0.06402,0.996079,-1,0.994545,virus
-0.142857,-1,-1,-0.666667,-0.997449,-0.713074,0.28685,-0.312453,0.886691,virus
0.142857,-1,-1,-0.833333,-0.895408,-0.903496,0.775515,0.110737,0.693072,no-virus
-1,-0.142857,-0.75,-0.75,-0.989507,-0.535258,0.999569,0.978872,0.911267,virus
-1,-0.789474,-1,-1,-0.997449,0.282532,0.670805,0.999648,0.99923,virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.682396,0.999428,-0.547406,0.993089,virus
-1,-0.789474,-0.6,-0.666667,-0.995748,-0.382337,0.98204,-1,0.93821,virus
-1,-0.789474,0.4,0.166667,-1,-0.25315,0.99889,-1,0.986902,virus
0.6,-0.714286,-0.75,-0.5,-0.895068,-0.633137,0.95352,0.060199,0.726835,no-virus
0.2,-0.714286,0,0,-0.995803,-0.087139,0.895211,-1,0.668865,no-virus
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.68263,0.999261,-0.547406,0.751465,no-virus
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.784872,virus
-0.142857,-0.789474,-1,-1,-0.995748,-0.266902,-1,0.994687,0.984195,virus
-1,-0.578947,-0.4,-0.5,-0.994048,-0.187439,0.999379,-0.555547,0.997944,virus
0.2,-0.714286,-0.75,-0.75,-0.987408,-0.125707,0.977025,0.488563,0.113287,no-virus
-0.714286,-0.894737,-0.6,-0.666667,-0.988095,-0.59411,0.992819,-1,0.990751,virus
-0.714286,-0.789474,0,-0.166667,-0.992347,-0.320344,0.95865,-0.109472,0.974836,virus
-1,-0.684211,-0.6,-0.666667,-0.994898,0.240186,0.943418,-0.278883,0.926798,virus
0.2,-1,-1,-1,-0.993704,-0.889482,-1,0.988703,0.934131,virus
-1,-0.684211,-0.6,-0.666667,-0.995748,-0.298044,0.98157,-0.426447,0.968153,virus
